Brand,Name,SKU,Full Name,Color,Category,Tags,Wholesale Price,Sale Price,Retail Price,Stock,Image1,Image2,Image3,Gallery,Application,Content,Backing,Finish / Topcoat,Weight,Width,Fabric Shown,Origin,Repeat Horizontal,Repeat Vertical,Collection,Abrasion Resistance,Pilling,Seam Slippage,Break Strength,Wet Crocking,Dry Crocking,Colorfastness to Light,Flammability,Product Notes
United Fabrics,TRUMAN,17 Brownstone,United Fabrics TRUMAN 17 Brownstone,"Brown upholstery fabric, brown","United Fabrics, TRUMAN, 17 Brownstone, United Fabrics TRUMAN 17 Brownstone, Brown upholstery fabric, brown, Upholstery, Indoor, 100% Polyester, SBR, Crypton Incase Soil/Stain Protection, China, 100,000 Double Rubs, 216: Independence","United Fabrics, TRUMAN, 17 Brownstone, United Fabrics TRUMAN 17 Brownstone, Brown upholstery fabric, brown, Upholstery, Indoor, 100% Polyester, SBR, Crypton Incase Soil/Stain Protection, China, 100,000 Double Rubs, 216: Independence",29.21,58.42,67.18,14 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-truman-brownstone.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-truman-brownstone.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-truman-brownstone.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-truman-brownstone.jpg,"Upholstery, Indoor",100% Polyester,SBR,Crypton Incase Soil/Stain Protection,15.8 oz./yd.,"54.000""",Up the Roll,China,,,216: Independence,"100,000 Double Rubs",Class 5,Warp: 97 lbs / Weft: 121 lbs,Warp: 334 lbs / Weft: 109 lbs,Grade: 5,Grade: 4.5,Grade: 4.5,"UFAC Class 1 CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant PFAS Free
United Fabrics,VIRGO,63 Sepia,United Fabrics VIRGO 63 Sepia,"Brown upholstery fabric, brown","United Fabrics, VIRGO, 63 Sepia, United Fabrics VIRGO 63 Sepia, Brown upholstery fabric, brown, Upholstery, Indoor, 100% Polyester, Acrylic, Crypton Home Soil/Stain Protection, China, 50,000 Double Rubs, 715: Crypton Home 2","United Fabrics, VIRGO, 63 Sepia, United Fabrics VIRGO 63 Sepia, Brown upholstery fabric, brown, Upholstery, Indoor, 100% Polyester, Acrylic, Crypton Home Soil/Stain Protection, China, 50,000 Double Rubs, 715: Crypton Home 2",27.34,54.68,62.88,7 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-virgo-63-sepia.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-virgo-63-sepia.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-virgo-63-sepia.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-virgo-63-sepia.jpg,"Upholstery, Indoor",100% Polyester,Acrylic,Crypton Home Soil/Stain Protection,23.2 oz./yd.,"54.000""",Up the Roll,China,,,715: Crypton Home 2,"50,000 Double Rubs",Class 5,Warp: 70 lbs / Weft: 57 lbs,Warp: 504 lbs / Weft: 501 lbs,Grade: 5,Grade: 5,Grade: 4,"UFAC Class 1 CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant PFAS Free
United Fabrics,LINEN,Sesame 8318-0000,United Fabrics LINEN Sesame 8318-0000,"Brown upholstery fabric, brown","United Fabrics, LINEN, Sesame 8318-0000, United Fabrics LINEN Sesame 8318-0000, Brown upholstery fabric, brown, Upholstery, Indoor/Outdoor, 100% Sunbrella Acrylic, , , USA, 36,000 Double Rubs, 118: Elements 116: Sunbrella 2016 1022: Sunbrella Upholstery Fabrics 2022 723: Sunbrella Upholstery Fabrics 2023","United Fabrics, LINEN, Sesame 8318-0000, United Fabrics LINEN Sesame 8318-0000, Brown upholstery fabric, brown, Upholstery, Indoor/Outdoor, 100% Sunbrella Acrylic, , , USA, 36,000 Double Rubs, 118: Elements 116: Sunbrella 2016 1022: Sunbrella Upholstery Fabrics 2022 723: Sunbrella Upholstery Fabrics 2023",19.46,38.92,44.76,138 Yards (NJ) 89 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-linen-sesame-8318-0000.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-linen-sesame-8318-0000.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-linen-sesame-8318-0000.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-linen-sesame-8318-0000.jpg,"Upholstery, Indoor/Outdoor",100% Sunbrella Acrylic,,,13.4 oz./yd.,"54.000""",Up the Roll,USA,,,118: Elements 116: Sunbrella 2016 1022: Sunbrella Upholstery Fabrics 2022 723: Sunbrella Upholstery Fabrics 2023,"36,000 Double Rubs",Class 4,Warp: 45 lbs / Weft: 45 lbs,Warp: 270 lbs / Weft: 140 lbs,Grade: 5,Grade: 5,"Hours: 2,200 / Class: 4","UFAC Class 1 CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant Inventory in Transition to PFAS Free
United Fabrics,CHARISMA,23 Cafe,United Fabrics CHARISMA 23 Cafe,"Brown upholstery fabric, brown","United Fabrics, CHARISMA, 23 Cafe, United Fabrics CHARISMA 23 Cafe, Brown upholstery fabric, brown, Upholstery, Indoor, 100% Polyester, Crypton Incase Soil/Stain Protection, , India, 100,000 Double Rubs, 518: Charisma 415: Charisma","United Fabrics, CHARISMA, 23 Cafe, United Fabrics CHARISMA 23 Cafe, Brown upholstery fabric, brown, Upholstery, Indoor, 100% Polyester, Crypton Incase Soil/Stain Protection, , India, 100,000 Double Rubs, 518: Charisma 415: Charisma",27.71,55.42,63.73,57 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-charisma-23-cafe.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-charisma-23-cafe.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-charisma-23-cafe.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-charisma-23-cafe.jpg,"Upholstery, Indoor",100% Polyester,Crypton Incase Soil/Stain Protection,,25.6 oz./yd.,"54.000""",Up the Roll,India,,,518: Charisma 415: Charisma,"100,000 Double Rubs",Class 5,Warp: 57 lbs / Weft: 55 lbs,Warp: 194 lbs / Weft: 112 lbs,Grade: 4.5,Grade: 4.5,Grade: 4,"UFAC Class 1 CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant PFAS Free
United Fabrics,CHARISMA,29 Chocolate,United Fabrics CHARISMA 29 Chocolate,"Brown upholstery fabric, brown","United Fabrics, CHARISMA, 29 Chocolate, United Fabrics CHARISMA 29 Chocolate, Brown upholstery fabric, brown, Upholstery, Indoor, 100% Polyester, Crypton Incase Soil/Stain Protection, , India, 100,000 Double Rubs, 518: Charisma","United Fabrics, CHARISMA, 29 Chocolate, United Fabrics CHARISMA 29 Chocolate, Brown upholstery fabric, brown, Upholstery, Indoor, 100% Polyester, Crypton Incase Soil/Stain Protection, , India, 100,000 Double Rubs, 518: Charisma",27.71,55.42,63.73,Currently Out of Stock,https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-charisma-29-chocolate-2.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-charisma-29-chocolate-2.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-charisma-29-chocolate-2.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-charisma-29-chocolate-2.jpg,"Upholstery, Indoor",100% Polyester,Crypton Incase Soil/Stain Protection,,25.6 oz./yd.,"54.000""",Up the Roll,India,,,518: Charisma,"100,000 Double Rubs",Class 5,Warp: 57 lbs / Weft: 55 lbs,Warp: 194 lbs / Weft: 112 lbs,Grade: 4.5,Grade: 4.5,Grade: 4,"UFAC Class 1 CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant PFAS Free
United Fabrics,CHARISMA,87 Sand,United Fabrics CHARISMA 87 Sand,"Brown upholstery fabric, brown","United Fabrics, CHARISMA, 87 Sand, United Fabrics CHARISMA 87 Sand, Brown upholstery fabric, brown, Upholstery, Indoor, 100% Polyester, Crypton Incase Soil/Stain Protection, , India, 100,000 Double Rubs, 518: Charisma","United Fabrics, CHARISMA, 87 Sand, United Fabrics CHARISMA 87 Sand, Brown upholstery fabric, brown, Upholstery, Indoor, 100% Polyester, Crypton Incase Soil/Stain Protection, , India, 100,000 Double Rubs, 518: Charisma",27.71,55.42,63.73,24 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-charisma-87-sand.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-charisma-87-sand.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-charisma-87-sand.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-charisma-87-sand.jpg,"Upholstery, Indoor",100% Polyester,Crypton Incase Soil/Stain Protection,,25.6 oz./yd.,"54.000""",Up the Roll,India,,,518: Charisma,"100,000 Double Rubs",Class 5,Warp: 57 lbs / Weft: 55 lbs,Warp: 194 lbs / Weft: 112 lbs,Grade: 4.5,Grade: 4.5,Grade: 4,"UFAC Class 1 CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant Inventory in Transition to PFAS Free
United Fabrics,GIDEON,57 Rustic,United Fabrics GIDEON 57 Rustic,"Brown upholstery fabric, brown","United Fabrics, GIDEON, 57 Rustic, United Fabrics GIDEON 57 Rustic, Brown upholstery fabric, brown, Upholstery, Indoor, 50% Acrylic 40% Polyester 10% Cotton, None, , China, 30,000 Double Rubs, 215: Tapestry Collection","United Fabrics, GIDEON, 57 Rustic, United Fabrics GIDEON 57 Rustic, Brown upholstery fabric, brown, Upholstery, Indoor, 50% Acrylic 40% Polyester 10% Cotton, None, , China, 30,000 Double Rubs, 215: Tapestry Collection",25.09,50.18,57.71,60 Yards (NJ) 14 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-gideon-57-rustic.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-gideon-25-copper-30inch.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-gideon-25-copper-30inch.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-gideon-57-rustic.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-gideon-25-copper-30inch.jpg","Upholstery, Indoor",50% Acrylic 40% Polyester 10% Cotton,None,,16.0 oz./yd.,"54.000""",Up the Roll,China,"14.500""","24.500""",215: Tapestry Collection,"30,000 Double Rubs",,,,,,,"UFAC Class 1 CA Technical Bulletin 117-2013 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant
United Fabrics,ROOSEVELT,64 Suede,United Fabrics ROOSEVELT 64 Suede,"Brown upholstery fabric, brown","United Fabrics, ROOSEVELT, 64 Suede, United Fabrics ROOSEVELT 64 Suede, Brown upholstery fabric, brown, Upholstery, Indoor, 50% Polyester 35% Acrylic 15% Cotton, Latex, , China, 30,000 Double Rubs, 215: Tapestry Collection","United Fabrics, ROOSEVELT, 64 Suede, United Fabrics ROOSEVELT 64 Suede, Brown upholstery fabric, brown, Upholstery, Indoor, 50% Polyester 35% Acrylic 15% Cotton, Latex, , China, 30,000 Double Rubs, 215: Tapestry Collection",23.21,46.42,53.38,47 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-roosevelt-64-suede.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-roosevelt-21-classic-30inch.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-roosevelt-21-classic-30inch.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-roosevelt-64-suede.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-roosevelt-21-classic-30inch.jpg","Upholstery, Indoor",50% Polyester 35% Acrylic 15% Cotton,Latex,,16.8 oz./yd.,"54.000""",Up the Roll,China,"29.000""","25.000""",215: Tapestry Collection,"30,000 Double Rubs",,,,,,,"UFAC Class 1 CA Technical Bulletin 117-2013 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant
United Fabrics,VIRGINIA,15 Earth,United Fabrics VIRGINIA 15 Earth,"Brown upholstery fabric, brown","United Fabrics, VIRGINIA, 15 Earth, United Fabrics VIRGINIA 15 Earth, Brown upholstery fabric, brown, Upholstery, Indoor, 52% Acrylic 48% Polyester, None, , USA, 12,000 Double Rubs, 215: Tapestry Collection","United Fabrics, VIRGINIA, 15 Earth, United Fabrics VIRGINIA 15 Earth, Brown upholstery fabric, brown, Upholstery, Indoor, 52% Acrylic 48% Polyester, None, , USA, 12,000 Double Rubs, 215: Tapestry Collection",25.46,50.92,58.56,74 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-virginia-15-earth.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-virginia-44-natural-30inch.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-virginia-44-natural-30inch.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-virginia-15-earth.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-virginia-44-natural-30inch.jpg","Upholstery, Indoor",52% Acrylic 48% Polyester,None,,15.0 oz./yd.,"54.000""",Railroaded,USA,"14.000""","14.000""",215: Tapestry Collection,"12,000 Double Rubs",,,,,,,"CA Technical Bulletin 117-2013 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant
United Fabrics,WOODLANDS,20 Camouflage,United Fabrics WOODLANDS 20 Camouflage,"Brown upholstery fabric, brown","United Fabrics, WOODLANDS, 20 Camouflage, United Fabrics WOODLANDS 20 Camouflage, Brown upholstery fabric, brown, Upholstery, Indoor, , , , USA, 50,000 Double Rubs, 215: Tapestry Collection","United Fabrics, WOODLANDS, 20 Camouflage, United Fabrics WOODLANDS 20 Camouflage, Brown upholstery fabric, brown, Upholstery, Indoor, , , , USA, 50,000 Double Rubs, 215: Tapestry Collection",27.34,54.68,62.88,Currently Out of Stock,https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-woodlands-20-camouflage.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-woodlands-20-camouflage.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-woodlands-20-camouflage.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-woodlands-20-camouflage.jpg,"Upholstery, Indoor",,,,18.8 oz./yd.,"54.000""",Up the Roll,USA,"28.500""","31.500""",215: Tapestry Collection,"50,000 Double Rubs",,,,,,,"UFAC Class 1 CA Technical Bulletin 117 Sec E CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",California AB-2998 Compliant
United Fabrics,YUCATAN,85 Sedona,United Fabrics YUCATAN 85 Sedona,"Brown upholstery fabric, brown","United Fabrics, YUCATAN, 85 Sedona, United Fabrics YUCATAN 85 Sedona, Brown upholstery fabric, brown, Upholstery, Indoor, 52% Cotton 44% Polyester 4% Acrylic, , , USA, 50,000 Double Rubs, 215: Tapestry Collection","United Fabrics, YUCATAN, 85 Sedona, United Fabrics YUCATAN 85 Sedona, Brown upholstery fabric, brown, Upholstery, Indoor, 52% Cotton 44% Polyester 4% Acrylic, , , USA, 50,000 Double Rubs, 215: Tapestry Collection",23.21,46.42,53.38,7 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-yucatan-85-sedona.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-yucatan-85-sedona.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-yucatan-85-sedona.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-yucatan-85-sedona.jpg,"Upholstery, Indoor",52% Cotton 44% Polyester 4% Acrylic,,,18.8 oz./yd.,"54.000""",Railroaded,USA,"7.000""","9.625""",215: Tapestry Collection,"50,000 Double Rubs",,,,,,,"UFAC Class 1 CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant
United Fabrics,LAFAYETTE,MLVR-06 Chai,United Fabrics LAFAYETTE MLVR-06 Chai,"Brown upholstery fabric, brown","United Fabrics, LAFAYETTE, MLVR-06 Chai, United Fabrics LAFAYETTE MLVR-06 Chai, Brown upholstery fabric, brown, Upholstery, Indoor, 60% Acrylic 40% Polyester, Latex, Resilience TX Soil/Stain Protection, Turkey, 100,000 Double Rubs, ","United Fabrics, LAFAYETTE, MLVR-06 Chai, United Fabrics LAFAYETTE MLVR-06 Chai, Brown upholstery fabric, brown, Upholstery, Indoor, 60% Acrylic 40% Polyester, Latex, Resilience TX Soil/Stain Protection, Turkey, 100,000 Double Rubs, ",28.09,56.18,64.61,12 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-lafayette-mlvr-06-chai.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-bellsandwhistles-lafayette-labeled.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-jonesbakerdesigngroup-lafayette-labeled-copy.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-lafayette-mlvr-06-chai.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-bellsandwhistles-lafayette-labeled.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-jonesbakerdesigngroup-lafayette-labeled-copy.jpg","Upholstery, Indoor",60% Acrylic 40% Polyester,Latex,Resilience TX Soil/Stain Protection,20.5 oz./yd.,"54.000""",Up the Roll,Turkey,,,,"100,000 Double Rubs",Class 5,Warp: 93 lbs / Weft: 92 lbs,Warp: 163 lbs / Weft: 249 lbs,Grade: 4.5,Grade: 4.5,Grade: 4.5,"UFAC Class 1 CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant Inventory in Transition to PFAS Free
United Fabrics,LUSH,21 Coffee Bean,United Fabrics LUSH 21 Coffee Bean,"Brown upholstery fabric, brown","United Fabrics, LUSH, 21 Coffee Bean, United Fabrics LUSH 21 Coffee Bean, Brown upholstery fabric, brown, Upholstery/Drapery, Indoor, 100% Polyester, None, , Turkey, 100,000 Double Rubs, ","United Fabrics, LUSH, 21 Coffee Bean, United Fabrics LUSH 21 Coffee Bean, Brown upholstery fabric, brown, Upholstery/Drapery, Indoor, 100% Polyester, None, , Turkey, 100,000 Double Rubs, ",31.46,62.92,72.36,40 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-lush-21-coffee-bean.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-lush-desertisland.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-lush-desertisland.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-lush-21-coffee-bean.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-lush-desertisland.jpg","Upholstery/Drapery, Indoor",100% Polyester,None,,22.4 oz./yd.,"54.000""",Up the Roll,Turkey,,,,"100,000 Double Rubs",Class 5,Warp: 83 lbs / Weft: 93 lbs,Warp: 260 lbs / Weft: 171 lbs,Grade: 5,Grade: 5,Grade: 4,"UFAC Class 1 NFPA 701 CA Technical Bulletin 117-2013 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant
United Fabrics,CALLOWHILL,09 Clove,United Fabrics CALLOWHILL 09 Clove,"Brown upholstery fabric, brown","United Fabrics, CALLOWHILL, 09 Clove, United Fabrics CALLOWHILL 09 Clove, Brown upholstery fabric, brown, Upholstery, Indoor/Outdoor, 100% Sunbrella Acrylic, , , USA, 45,000 Double Rubs, ","United Fabrics, CALLOWHILL, 09 Clove, United Fabrics CALLOWHILL 09 Clove, Brown upholstery fabric, brown, Upholstery, Indoor/Outdoor, 100% Sunbrella Acrylic, , , USA, 45,000 Double Rubs, ",17.21,34.42,39.58,37 Yards (NJ) 46 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-cast-teak-48093-0000.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-cast-uf-o2-filmic.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-cast-uf-o2-filmic.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-cast-teak-48093-0000.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-cast-uf-o2-filmic.jpg","Upholstery, Indoor/Outdoor",100% Sunbrella Acrylic,,,11.9 oz./yd.,"54.000""",Up the Roll,USA,,,,"45,000 Double Rubs",Class 4,Warp: 60 lbs / Weft: 60 lbs,Warp: 180 lbs / Weft: 160 lbs,Grade: 5,Grade: 5,"Hours: 2,200 / Class: 4","UFAC Class 1 CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant Inventory in Transition to PFAS Free
United Fabrics,CAST,Teak 48093-0000,United Fabrics CAST Teak 48093-0000,"Brown upholstery fabric, brown","United Fabrics, CAST, Teak 48093-0000, United Fabrics CAST Teak 48093-0000, Brown upholstery fabric, brown, Upholstery, Indoor/Outdoor, 100% Sunbrella Acrylic, , , USA, 45,000 Double Rubs, 118: Elements 717: Makers 1022: Sunbrella Upholstery Fabrics 2022 723: Sunbrella Upholstery Fabrics 2023","United Fabrics, CAST, Teak 48093-0000, United Fabrics CAST Teak 48093-0000, Brown upholstery fabric, brown, Upholstery, Indoor/Outdoor, 100% Sunbrella Acrylic, , , USA, 45,000 Double Rubs, 118: Elements 717: Makers 1022: Sunbrella Upholstery Fabrics 2022 723: Sunbrella Upholstery Fabrics 2023",17.21,34.42,39.58,37 Yards (NJ) 46 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-cast-teak-48093-0000.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-cast-uf-o2-filmic.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-cast-uf-o2-filmic.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-cast-teak-48093-0000.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-cast-uf-o2-filmic.jpg","Upholstery, Indoor/Outdoor",100% Sunbrella Acrylic,,,10.2 oz./yd.,"54.000""",Up the Roll,USA,,,118: Elements 717: Makers 1022: Sunbrella Upholstery Fabrics 2022 723: Sunbrella Upholstery Fabrics 2023,"45,000 Double Rubs",Class 4,Warp: 60 lbs / Weft: 60 lbs,Warp: 180 lbs / Weft: 160 lbs,Grade: 5,Grade: 5,"Hours: 2,200 / Class: 4","UFAC Class 1 CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant PFAS Free
United Fabrics,CULTIVATE,Stone 56107-0000,United Fabrics CULTIVATE Stone 56107-0000,"Brown upholstery fabric, brown","United Fabrics, CULTIVATE, Stone 56107-0000, United Fabrics CULTIVATE Stone 56107-0000, Brown upholstery fabric, brown, Upholstery, Indoor/Outdoor, 100% Sunbrella Acrylic, , , USA, 50,000 Double Rubs, 717: Makers 1022: Sunbrella Upholstery Fabrics 2022 723: Sunbrella Upholstery Fabrics 2023","United Fabrics, CULTIVATE, Stone 56107-0000, United Fabrics CULTIVATE Stone 56107-0000, Brown upholstery fabric, brown, Upholstery, Indoor/Outdoor, 100% Sunbrella Acrylic, , , USA, 50,000 Double Rubs, 717: Makers 1022: Sunbrella Upholstery Fabrics 2022 723: Sunbrella Upholstery Fabrics 2023",20.59,41.18,47.36,75 Yards (NJ) 22 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-cultivate-stone-56107-0000.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-cultivate-stone-56107-0000.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-cultivate-stone-56107-0000.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-cultivate-stone-56107-0000.jpg,"Upholstery, Indoor/Outdoor",100% Sunbrella Acrylic,,,13.3 oz./yd.,"54.000""",Up the Roll,USA,"8.875""",,717: Makers 1022: Sunbrella Upholstery Fabrics 2022 723: Sunbrella Upholstery Fabrics 2023,"50,000 Double Rubs",Class 4,Warp: 78.87 lbs / Weft: 38.83 lbs,Warp: 324.2 lbs / Weft: 199.39 lbs,Grade: 4.5,Grade: 4.5,"Hours: 2,200 / Grade: 4","UFAC Class 1 CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant PFAS Free
